TRAIN DEVICE,TEST DEVICE,BOTNET,CLASSIFIER,ACCURACY,PRECISION,RECALL,F1-SCORE,FALSE-P,FALSE-N
1002_Security_Cam,Ecobee_Thermostat,mirai,RFR,0.9997,0.9999,0.9943,0.9971,150,0
1002_Security_Cam,B120N10_Baby_Mon,mirai,RFR,0.9992,0.9995,0.9982,0.9988,636,0
1002_Security_Cam,737E_Security_Cam,mirai,RFR,0.9999,0.9999,0.9995,0.9997,57,0
1002_Security_Cam,838_Security_Cam,mirai,RFR,0.9997,0.9998,0.9993,0.9996,138,0
1002_Security_Cam,1002_Security_Cam,mirai,RFR,1.0,1.0,1.0,1.0,0,0
1002_Security_Cam,1003_Security_Cam,mirai,RFR,1.0,1.0,0.9995,0.9997,21,0
1003_Security_Cam,Danmini_Doorbell,mirai,RFR,0.9962,0.998,0.9733,0.9853,2647,0
1003_Security_Cam,Ecobee_Thermostat,mirai,RFR,1.0,1.0,1.0,1.0,0,0
1003_Security_Cam,B120N10_Baby_Mon,mirai,RFR,0.9812,0.9882,0.9578,0.972,14778,0
1003_Security_Cam,737E_Security_Cam,mirai,RFR,0.9953,0.9973,0.9811,0.989,2347,0
1003_Security_Cam,838_Security_Cam,mirai,RFR,0.9914,0.9948,0.9769,0.9856,4544,0
1003_Security_Cam,1002_Security_Cam,mirai,RFR,0.9958,0.9977,0.9747,0.9859,2354,0
1003_Security_Cam,1003_Security_Cam,mirai,RFR,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Danmini_Doorbell,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Ecobee_Thermostat,gafgyt,DTR,0.979,0.9893,0.7413,0.8201,6784,0
Danmini_Doorbell,Ennio_Doorbell,gafgyt,DTR,0.9267,0.9619,0.6667,0.7302,26067,0
Danmini_Doorbell,B120N10_Baby_Mon,gafgyt,DTR,0.6464,0.8222,0.5077,0.407,172556,0
Danmini_Doorbell,737E_Security_Cam,gafgyt,DTR,0.8875,0.941,0.6449,0.6934,44140,0
Danmini_Doorbell,838_Security_Cam,gafgyt,DTR,0.8306,0.9087,0.6496,0.68,69042,0
Danmini_Doorbell,Samsung_Webcam,gafgyt,DTR,0.8935,0.945,0.617,0.6605,39949,0
Danmini_Doorbell,1002_Security_Cam,gafgyt,DTR,0.9634,0.9797,0.8625,0.9099,12812,0
Danmini_Doorbell,1003_Security_Cam,gafgyt,DTR,0.9966,0.9982,0.9711,0.9842,1130,0
Ecobee_Thermostat,Danmini_Doorbell,gafgyt,DTR,0.9959,0.9976,0.9848,0.9911,1507,0
Ecobee_Thermostat,Ecobee_Thermostat,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
Ecobee_Thermostat,Ennio_Doorbell,gafgyt,DTR,0.9921,0.9956,0.9641,0.9792,2805,0
Ecobee_Thermostat,B120N10_Baby_Mon,gafgyt,DTR,0.9688,0.9768,0.9565,0.9654,15233,0
Ecobee_Thermostat,737E_Security_Cam,gafgyt,DTR,0.9605,0.9776,0.8754,0.9174,15485,0
Ecobee_Thermostat,838_Security_Cam,gafgyt,DTR,0.8947,0.939,0.7822,0.8283,42908,0
Ecobee_Thermostat,Samsung_Webcam,gafgyt,DTR,0.992,0.9954,0.9714,0.983,2984,0
Ecobee_Thermostat,1002_Security_Cam,gafgyt,DTR,0.9909,0.9948,0.9659,0.9797,3178,0
Ecobee_Thermostat,1003_Security_Cam,gafgyt,DTR,0.9972,0.9985,0.9762,0.9871,931,0
Ennio_Doorbell,Danmini_Doorbell,gafgyt,DTR,0.9997,0.9998,0.999,0.9994,100,4
Ennio_Doorbell,Ecobee_Thermostat,gafgyt,DTR,0.9998,0.9999,0.998,0.999,52,0
Ennio_Doorbell,Ennio_Doorbell,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
Ennio_Doorbell,B120N10_Baby_Mon,gafgyt,DTR,0.9942,0.9955,0.9919,0.9937,2841,0
Ennio_Doorbell,737E_Security_Cam,gafgyt,DTR,0.9976,0.9986,0.9926,0.9955,923,4
Ennio_Doorbell,838_Security_Cam,gafgyt,DTR,0.9981,0.9987,0.996,0.9974,779,0
Ennio_Doorbell,Samsung_Webcam,gafgyt,DTR,0.9988,0.9993,0.9956,0.9974,463,0
Ennio_Doorbell,1002_Security_Cam,gafgyt,DTR,0.9919,0.9954,0.9696,0.982,2829,0
Ennio_Doorbell,1003_Security_Cam,gafgyt,DTR,0.9994,0.9975,0.9969,0.9972,116,90
B120N10_Baby_Mon,Danmini_Doorbell,gafgyt,DTR,0.9685,0.9824,0.8837,0.9253,11525,1
B120N10_Baby_Mon,Ecobee_Thermostat,gafgyt,DTR,0.9876,0.9935,0.8468,0.9063,4017,3
B120N10_Baby_Mon,Ennio_Doorbell,gafgyt,DTR,0.9307,0.9639,0.6851,0.7514,24628,1
B120N10_Baby_Mon,B120N10_Baby_Mon,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
B120N10_Baby_Mon,737E_Security_Cam,gafgyt,DTR,0.9212,0.9571,0.7515,0.8123,30894,4
B120N10_Baby_Mon,838_Security_Cam,gafgyt,DTR,0.9197,0.9521,0.8339,0.8753,32724,0
B120N10_Baby_Mon,Samsung_Webcam,gafgyt,DTR,0.9022,0.9489,0.6483,0.7019,36677,5
B120N10_Baby_Mon,1002_Security_Cam,gafgyt,DTR,0.8758,0.937,0.5337,0.5297,43446,2
B120N10_Baby_Mon,1003_Security_Cam,gafgyt,DTR,0.9479,0.9716,0.552,0.5808,17496,9
737E_Security_Cam,Danmini_Doorbell,gafgyt,DTR,0.9983,0.999,0.9936,0.9963,634,1
737E_Security_Cam,Ecobee_Thermostat,gafgyt,DTR,0.9993,0.9996,0.9912,0.9954,231,0
737E_Security_Cam,Ennio_Doorbell,gafgyt,DTR,0.9997,0.9998,0.9985,0.9992,114,1
737E_Security_Cam,B120N10_Baby_Mon,gafgyt,DTR,0.9698,0.9775,0.9579,0.9665,14742,1
737E_Security_Cam,737E_Security_Cam,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
737E_Security_Cam,838_Security_Cam,gafgyt,DTR,0.999,0.9993,0.9979,0.9986,408,0
737E_Security_Cam,Samsung_Webcam,gafgyt,DTR,0.9896,0.994,0.9626,0.9776,3898,0
737E_Security_Cam,1002_Security_Cam,gafgyt,DTR,0.9905,0.9946,0.9645,0.9789,3307,1
737E_Security_Cam,1003_Security_Cam,gafgyt,DTR,0.9983,0.9991,0.9858,0.9924,554,1
838_Security_Cam,Danmini_Doorbell,gafgyt,DTR,0.9987,0.9968,0.9978,0.9973,174,286
838_Security_Cam,Ecobee_Thermostat,gafgyt,DTR,0.9998,0.9999,0.9973,0.9986,70,0
838_Security_Cam,Ennio_Doorbell,gafgyt,DTR,0.9998,0.9999,0.9992,0.9995,62,2
838_Security_Cam,B120N10_Baby_Mon,gafgyt,DTR,0.987,0.9887,0.9832,0.9858,5335,998
838_Security_Cam,737E_Security_Cam,gafgyt,DTR,0.9932,0.9797,0.9954,0.9874,81,2604
838_Security_Cam,838_Security_Cam,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
838_Security_Cam,Samsung_Webcam,gafgyt,DTR,0.9979,0.9987,0.9924,0.9955,792,3
838_Security_Cam,1002_Security_Cam,gafgyt,DTR,0.9975,0.9985,0.9905,0.9944,882,8
838_Security_Cam,1003_Security_Cam,gafgyt,DTR,0.9958,0.9681,0.9957,0.9815,87,1317
Samsung_Webcam,Danmini_Doorbell,gafgyt,DTR,0.9228,0.959,0.7148,0.7792,28259,1
Samsung_Webcam,Ecobee_Thermostat,gafgyt,DTR,0.9999,0.9998,0.9982,0.999,46,2
Samsung_Webcam,Ennio_Doorbell,gafgyt,DTR,0.9622,0.9796,0.828,0.8857,13447,2
Samsung_Webcam,B120N10_Baby_Mon,gafgyt,DTR,0.6793,0.8332,0.5534,0.4965,156509,2
Samsung_Webcam,737E_Security_Cam,gafgyt,DTR,0.9277,0.9604,0.772,0.8318,28340,2
Samsung_Webcam,838_Security_Cam,gafgyt,DTR,0.9244,0.9547,0.8437,0.8836,30795,1
Samsung_Webcam,Samsung_Webcam,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
Samsung_Webcam,1002_Security_Cam,gafgyt,DTR,0.9904,0.9945,0.9641,0.9787,3342,1
Samsung_Webcam,1003_Security_Cam,gafgyt,DTR,0.9996,0.9997,0.9966,0.9981,134,2
1002_Security_Cam,Danmini_Doorbell,gafgyt,DTR,0.9904,0.9945,0.9646,0.9789,3505,0
1002_Security_Cam,Ecobee_Thermostat,gafgyt,DTR,0.9884,0.994,0.8566,0.9133,3762,0
1002_Security_Cam,Ennio_Doorbell,gafgyt,DTR,0.9226,0.96,0.6482,0.7078,27510,0
1002_Security_Cam,B120N10_Baby_Mon,gafgyt,DTR,0.6617,0.8272,0.529,0.4503,165088,0
1002_Security_Cam,737E_Security_Cam,gafgyt,DTR,0.8989,0.9464,0.6809,0.7374,39661,0
1002_Security_Cam,838_Security_Cam,gafgyt,DTR,0.8127,0.9009,0.6125,0.6287,76350,0
1002_Security_Cam,Samsung_Webcam,gafgyt,DTR,0.8714,0.935,0.5374,0.5348,48250,0
1002_Security_Cam,1002_Security_Cam,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
1002_Security_Cam,1003_Security_Cam,gafgyt,DTR,0.9998,0.9999,0.9983,0.9991,68,0
1003_Security_Cam,Danmini_Doorbell,gafgyt,DTR,0.9942,0.9967,0.9786,0.9874,2117,0
1003_Security_Cam,Ecobee_Thermostat,gafgyt,DTR,0.9997,0.9998,0.9963,0.9981,97,0
1003_Security_Cam,Ennio_Doorbell,gafgyt,DTR,0.9924,0.9958,0.9653,0.9799,2710,0
1003_Security_Cam,B120N10_Baby_Mon,gafgyt,DTR,0.9528,0.9657,0.9343,0.9471,23011,0
1003_Security_Cam,737E_Security_Cam,gafgyt,DTR,0.9946,0.9968,0.983,0.9898,2108,0
1003_Security_Cam,838_Security_Cam,gafgyt,DTR,0.9824,0.9887,0.9636,0.9754,7168,0
1003_Security_Cam,Samsung_Webcam,gafgyt,DTR,0.9977,0.9987,0.9916,0.9951,873,0
1003_Security_Cam,1002_Security_Cam,gafgyt,DTR,0.994,0.9966,0.9776,0.9868,2089,0
1003_Security_Cam,1003_Security_Cam,gafgyt,DTR,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Danmini_Doorbell,mirai,DTR,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Ecobee_Thermostat,mirai,DTR,0.9948,0.9142,0.9972,0.9517,3,2717
Danmini_Doorbell,B120N10_Baby_Mon,mirai,DTR,1.0,1.0,0.9999,0.9999,35,0
Danmini_Doorbell,737E_Security_Cam,mirai,DTR,0.9902,0.9638,0.994,0.9782,57,4839
Danmini_Doorbell,838_Security_Cam,mirai,DTR,0.9968,0.9917,0.998,0.9948,10,1669
Danmini_Doorbell,1002_Security_Cam,mirai,DTR,0.9998,0.9996,0.999,0.9993,94,25
Danmini_Doorbell,1003_Security_Cam,mirai,DTR,0.9967,0.9591,0.9982,0.9778,4,1740
Ecobee_Thermostat,Danmini_Doorbell,mirai,DTR,0.9915,0.9955,0.9396,0.9656,5984,0
Ecobee_Thermostat,Ecobee_Thermostat,mirai,DTR,1.0,1.0,1.0,1.0,0,0
Ecobee_Thermostat,B120N10_Baby_Mon,mirai,DTR,0.9882,0.9925,0.9735,0.9826,9288,0
Ecobee_Thermostat,737E_Security_Cam,mirai,DTR,0.9685,0.9826,0.8737,0.9189,15699,0
Ecobee_Thermostat,838_Security_Cam,mirai,DTR,0.9424,0.967,0.8458,0.8917,30385,0
Ecobee_Thermostat,1002_Security_Cam,mirai,DTR,0.9942,0.9968,0.9649,0.9802,3267,0
Ecobee_Thermostat,1003_Security_Cam,mirai,DTR,0.9995,0.9997,0.9928,0.9962,281,0
B120N10_Baby_Mon,Danmini_Doorbell,mirai,DTR,1.0,1.0,0.9997,0.9998,31,0
B120N10_Baby_Mon,Ecobee_Thermostat,mirai,DTR,0.9911,0.8786,0.9672,0.9179,760,3930
B120N10_Baby_Mon,B120N10_Baby_Mon,mirai,DTR,1.0,1.0,1.0,1.0,0,0
B120N10_Baby_Mon,737E_Security_Cam,mirai,DTR,0.981,0.9339,0.9889,0.959,28,9460
B120N10_Baby_Mon,838_Security_Cam,mirai,DTR,0.9889,0.9773,0.9866,0.9818,1678,4198
B120N10_Baby_Mon,1002_Security_Cam,mirai,DTR,0.9998,0.9995,0.9992,0.9993,74,39
B120N10_Baby_Mon,1003_Security_Cam,mirai,DTR,0.9921,0.9111,0.9957,0.9491,6,4223
737E_Security_Cam,Danmini_Doorbell,mirai,DTR,0.9999,0.9998,0.9997,0.9998,25,19
737E_Security_Cam,Ecobee_Thermostat,mirai,DTR,0.9993,0.9982,0.9874,0.9927,330,37
737E_Security_Cam,B120N10_Baby_Mon,mirai,DTR,0.9841,0.9899,0.9644,0.9765,12462,29
737E_Security_Cam,737E_Security_Cam,mirai,DTR,1.0,1.0,1.0,1.0,0,0
737E_Security_Cam,838_Security_Cam,mirai,DTR,0.9929,0.9957,0.9811,0.9882,3733,0
737E_Security_Cam,1002_Security_Cam,mirai,DTR,0.9971,0.9982,0.9828,0.9904,1597,23
737E_Security_Cam,1003_Security_Cam,mirai,DTR,0.9999,0.9992,0.9998,0.9995,8,31
838_Security_Cam,Danmini_Doorbell,mirai,DTR,1.0,0.9998,0.9999,0.9999,8,15
838_Security_Cam,Ecobee_Thermostat,mirai,DTR,0.9988,0.9982,0.9767,0.9872,609,31
838_Security_Cam,B120N10_Baby_Mon,mirai,DTR,0.9992,0.9994,0.9983,0.9989,593,23
838_Security_Cam,737E_Security_Cam,mirai,DTR,0.9996,0.9989,0.9993,0.9991,73,124
838_Security_Cam,838_Security_Cam,mirai,DTR,1.0,1.0,1.0,1.0,0,0
838_Security_Cam,1002_Security_Cam,mirai,DTR,0.9995,0.9995,0.9971,0.9983,266,24
838_Security_Cam,1003_Security_Cam,mirai,DTR,0.9978,0.9982,0.9709,0.9841,1137,24
1002_Security_Cam,Danmini_Doorbell,mirai,DTR,1.0,1.0,1.0,1.0,1,0
1002_Security_Cam,Ecobee_Thermostat,mirai,DTR,1.0,1.0,0.9997,0.9998,8,0
1002_Security_Cam,B120N10_Baby_Mon,mirai,DTR,0.8637,0.9254,0.6943,0.7395,107157,0
1002_Security_Cam,737E_Security_Cam,mirai,DTR,0.9934,0.9963,0.9737,0.9846,3270,0
1002_Security_Cam,838_Security_Cam,mirai,DTR,0.9991,0.9994,0.9976,0.9985,477,0
1002_Security_Cam,1002_Security_Cam,mirai,DTR,1.0,1.0,1.0,1.0,0,0
1002_Security_Cam,1003_Security_Cam,mirai,DTR,1.0,1.0,0.9995,0.9998,18,0
1003_Security_Cam,Danmini_Doorbell,mirai,DTR,1.0,1.0,0.9999,1.0,5,0
1003_Security_Cam,Ecobee_Thermostat,mirai,DTR,0.9999,0.9998,0.9991,0.9995,23,5
1003_Security_Cam,B120N10_Baby_Mon,mirai,DTR,0.9972,0.9982,0.9938,0.996,2189,1
1003_Security_Cam,737E_Security_Cam,mirai,DTR,0.9799,0.9888,0.9193,0.9504,10027,0
1003_Security_Cam,838_Security_Cam,mirai,DTR,0.9758,0.9856,0.9353,0.9581,12754,0
1003_Security_Cam,1002_Security_Cam,mirai,DTR,0.9958,0.9977,0.9749,0.986,2334,0
1003_Security_Cam,1003_Security_Cam,mirai,DTR,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Danmini_Doorbell,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Ecobee_Thermostat,gafgyt,ADB,1.0,1.0,0.9994,0.9997,15,0
Danmini_Doorbell,Ennio_Doorbell,gafgyt,ADB,0.9977,0.9987,0.9895,0.9941,820,0
Danmini_Doorbell,B120N10_Baby_Mon,gafgyt,ADB,0.9449,0.9604,0.9233,0.9379,26880,0
Danmini_Doorbell,737E_Security_Cam,gafgyt,ADB,0.959,0.9768,0.8705,0.9137,16097,0
Danmini_Doorbell,838_Security_Cam,gafgyt,ADB,0.9083,0.946,0.8103,0.8544,37382,0
Danmini_Doorbell,Samsung_Webcam,gafgyt,ADB,0.9929,0.9959,0.9746,0.9849,2651,0
Danmini_Doorbell,1002_Security_Cam,gafgyt,ADB,0.9915,0.9951,0.9681,0.9811,2973,0
Danmini_Doorbell,1003_Security_Cam,gafgyt,ADB,0.9994,0.9997,0.9948,0.9972,205,0
Ecobee_Thermostat,Danmini_Doorbell,gafgyt,ADB,0.9987,0.9992,0.9951,0.9972,485,0
Ecobee_Thermostat,Ecobee_Thermostat,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
Ecobee_Thermostat,Ennio_Doorbell,gafgyt,ADB,0.9979,0.9988,0.9905,0.9946,740,0
Ecobee_Thermostat,B120N10_Baby_Mon,gafgyt,ADB,0.9717,0.9788,0.9606,0.9687,13819,0
Ecobee_Thermostat,737E_Security_Cam,gafgyt,ADB,0.9855,0.9915,0.9543,0.9718,5685,0
Ecobee_Thermostat,838_Security_Cam,gafgyt,ADB,0.9368,0.9615,0.8692,0.9047,25777,0
Ecobee_Thermostat,Samsung_Webcam,gafgyt,ADB,0.9977,0.9987,0.9916,0.9951,871,0
Ecobee_Thermostat,1002_Security_Cam,gafgyt,ADB,0.9915,0.9951,0.9681,0.9811,2972,0
Ecobee_Thermostat,1003_Security_Cam,gafgyt,ADB,0.9983,0.9991,0.9854,0.9921,571,0
Ennio_Doorbell,Danmini_Doorbell,gafgyt,ADB,0.9916,0.9718,0.994,0.9826,136,2925
Ennio_Doorbell,Ecobee_Thermostat,gafgyt,ADB,0.9959,0.967,0.9811,0.9739,458,874
Ennio_Doorbell,Ennio_Doorbell,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
Ennio_Doorbell,B120N10_Baby_Mon,gafgyt,ADB,0.9753,0.9756,0.9707,0.9731,8019,4014
Ennio_Doorbell,737E_Security_Cam,gafgyt,ADB,0.9824,0.9556,0.9812,0.9678,1276,5646
Ennio_Doorbell,838_Security_Cam,gafgyt,ADB,0.9834,0.9789,0.9756,0.9772,3886,2893
Ennio_Doorbell,Samsung_Webcam,gafgyt,ADB,0.9824,0.9704,0.9553,0.9627,4286,2309
Ennio_Doorbell,1002_Security_Cam,gafgyt,ADB,0.9815,0.9702,0.9483,0.9589,4509,1979
Ennio_Doorbell,1003_Security_Cam,gafgyt,ADB,0.9824,0.8981,0.9568,0.9251,1409,4511
B120N10_Baby_Mon,Danmini_Doorbell,gafgyt,ADB,0.9942,0.9805,0.9953,0.9877,161,1974
B120N10_Baby_Mon,Ecobee_Thermostat,gafgyt,ADB,0.998,0.9783,0.9972,0.9876,48,590
B120N10_Baby_Mon,Ennio_Doorbell,gafgyt,ADB,0.9992,0.9995,0.9966,0.998,266,10
B120N10_Baby_Mon,B120N10_Baby_Mon,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
B120N10_Baby_Mon,737E_Security_Cam,gafgyt,ADB,0.9933,0.9805,0.9952,0.9877,122,2499
B120N10_Baby_Mon,838_Security_Cam,gafgyt,ADB,0.9991,0.9994,0.9982,0.9988,360,0
B120N10_Baby_Mon,Samsung_Webcam,gafgyt,ADB,0.9982,0.998,0.9946,0.9963,543,120
B120N10_Baby_Mon,1002_Security_Cam,gafgyt,ADB,0.9988,0.9993,0.9957,0.9975,401,2
B120N10_Baby_Mon,1003_Security_Cam,gafgyt,ADB,0.9969,0.9779,0.995,0.9863,140,886
737E_Security_Cam,Danmini_Doorbell,gafgyt,ADB,0.9999,1.0,0.9998,0.9999,23,0
737E_Security_Cam,Ecobee_Thermostat,gafgyt,ADB,1.0,1.0,0.9994,0.9997,16,0
737E_Security_Cam,Ennio_Doorbell,gafgyt,ADB,0.9998,0.9999,0.9989,0.9994,84,0
737E_Security_Cam,B120N10_Baby_Mon,gafgyt,ADB,0.9956,0.9966,0.9939,0.9952,2132,0
737E_Security_Cam,737E_Security_Cam,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
737E_Security_Cam,838_Security_Cam,gafgyt,ADB,0.9996,0.9997,0.9991,0.9994,175,0
737E_Security_Cam,Samsung_Webcam,gafgyt,ADB,0.999,0.9994,0.9963,0.9978,389,0
737E_Security_Cam,1002_Security_Cam,gafgyt,ADB,0.9924,0.9956,0.9714,0.9831,2667,0
737E_Security_Cam,1003_Security_Cam,gafgyt,ADB,0.9997,0.9998,0.9975,0.9986,99,1
838_Security_Cam,Danmini_Doorbell,gafgyt,ADB,0.9999,0.9999,0.9999,0.9999,11,8
838_Security_Cam,Ecobee_Thermostat,gafgyt,ADB,0.9996,0.9998,0.995,0.9974,130,0
838_Security_Cam,Ennio_Doorbell,gafgyt,ADB,1.0,1.0,0.9999,1.0,4,0
838_Security_Cam,B120N10_Baby_Mon,gafgyt,ADB,0.9986,0.9989,0.9981,0.9985,656,14
838_Security_Cam,737E_Security_Cam,gafgyt,ADB,0.9993,0.9978,0.9995,0.9987,8,269
838_Security_Cam,838_Security_Cam,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
838_Security_Cam,Samsung_Webcam,gafgyt,ADB,0.9963,0.9978,0.9867,0.9922,1384,3
838_Security_Cam,1002_Security_Cam,gafgyt,ADB,0.993,0.9959,0.9738,0.9845,2436,6
838_Security_Cam,1003_Security_Cam,gafgyt,ADB,0.9962,0.9892,0.9761,0.9825,913,357
Samsung_Webcam,Danmini_Doorbell,gafgyt,ADB,0.9999,1.0,0.9997,0.9998,27,0
Samsung_Webcam,Ecobee_Thermostat,gafgyt,ADB,1.0,1.0,0.9998,0.9999,6,0
Samsung_Webcam,Ennio_Doorbell,gafgyt,ADB,0.9984,0.9991,0.9929,0.996,558,0
Samsung_Webcam,B120N10_Baby_Mon,gafgyt,ADB,0.9975,0.998,0.9965,0.9973,1231,0
Samsung_Webcam,737E_Security_Cam,gafgyt,ADB,0.9974,0.997,0.9933,0.9952,788,220
Samsung_Webcam,838_Security_Cam,gafgyt,ADB,0.9971,0.9981,0.994,0.9961,1175,0
Samsung_Webcam,Samsung_Webcam,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
Samsung_Webcam,1002_Security_Cam,gafgyt,ADB,0.9959,0.9976,0.9846,0.991,1438,0
Samsung_Webcam,1003_Security_Cam,gafgyt,ADB,0.9999,1.0,0.9994,0.9997,24,0
1002_Security_Cam,Danmini_Doorbell,gafgyt,ADB,0.9981,0.9989,0.9928,0.9958,711,0
1002_Security_Cam,Ecobee_Thermostat,gafgyt,ADB,0.9997,0.9999,0.9965,0.9982,92,0
1002_Security_Cam,Ennio_Doorbell,gafgyt,ADB,0.9963,0.998,0.9834,0.9905,1299,0
1002_Security_Cam,B120N10_Baby_Mon,gafgyt,ADB,0.9829,0.985,0.9778,0.9813,7013,1345
1002_Security_Cam,737E_Security_Cam,gafgyt,ADB,0.9899,0.9785,0.984,0.9813,1532,2412
1002_Security_Cam,838_Security_Cam,gafgyt,ADB,0.9935,0.9949,0.9873,0.9911,2428,225
1002_Security_Cam,Samsung_Webcam,gafgyt,ADB,0.9985,0.9991,0.9947,0.9969,552,0
1002_Security_Cam,1002_Security_Cam,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
1002_Security_Cam,1003_Security_Cam,gafgyt,ADB,0.995,0.961,0.9969,0.9782,19,1650
1003_Security_Cam,Danmini_Doorbell,gafgyt,ADB,0.9994,0.9996,0.9977,0.9987,224,0
1003_Security_Cam,Ecobee_Thermostat,gafgyt,ADB,0.9999,1.0,0.9992,0.9996,22,0
1003_Security_Cam,Ennio_Doorbell,gafgyt,ADB,0.9979,0.9988,0.9903,0.9945,760,0
1003_Security_Cam,B120N10_Baby_Mon,gafgyt,ADB,0.9848,0.9884,0.9789,0.9834,7398,0
1003_Security_Cam,737E_Security_Cam,gafgyt,ADB,0.9752,0.9857,0.9218,0.9503,9722,0
1003_Security_Cam,838_Security_Cam,gafgyt,ADB,0.9469,0.9673,0.8902,0.9214,21636,0
1003_Security_Cam,Samsung_Webcam,gafgyt,ADB,0.9966,0.9981,0.9879,0.9929,1263,0
1003_Security_Cam,1002_Security_Cam,gafgyt,ADB,0.9927,0.9958,0.9725,0.9838,2562,0
1003_Security_Cam,1003_Security_Cam,gafgyt,ADB,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Danmini_Doorbell,mirai,ADB,1.0,1.0,1.0,1.0,0,0
Danmini_Doorbell,Ecobee_Thermostat,mirai,ADB,1.0,1.0,1.0,1.0,0,1
Danmini_Doorbell,B120N10_Baby_Mon,mirai,ADB,0.9989,0.9993,0.9976,0.9984,846,0
Danmini_Doorbell,737E_Security_Cam,mirai,ADB,0.9997,0.9998,0.999,0.9994,125,7
Danmini_Doorbell,838_Security_Cam,mirai,ADB,0.999,0.9994,0.9974,0.9984,507,6
Danmini_Doorbell,1002_Security_Cam,mirai,ADB,0.9993,0.9996,0.9958,0.9977,395,1
Danmini_Doorbell,1003_Security_Cam,mirai,ADB,1.0,1.0,0.9999,0.9999,4,1
Ecobee_Thermostat,Danmini_Doorbell,mirai,ADB,0.9999,1.0,0.9995,0.9997,47,0
Ecobee_Thermostat,Ecobee_Thermostat,mirai,ADB,1.0,1.0,1.0,1.0,0,0
Ecobee_Thermostat,B120N10_Baby_Mon,mirai,ADB,0.9933,0.9957,0.985,0.9902,5256,0
Ecobee_Thermostat,737E_Security_Cam,mirai,ADB,0.9729,0.985,0.8913,0.9314,13517,0
Ecobee_Thermostat,838_Security_Cam,mirai,ADB,0.9515,0.9719,0.87,0.9108,25612,0
Ecobee_Thermostat,1002_Security_Cam,mirai,ADB,0.9953,0.9975,0.9718,0.9842,2626,0
Ecobee_Thermostat,1003_Security_Cam,mirai,ADB,0.9997,0.9998,0.9954,0.9976,181,0
B120N10_Baby_Mon,Danmini_Doorbell,mirai,ADB,1.0,1.0,0.9997,0.9998,31,0
B120N10_Baby_Mon,Ecobee_Thermostat,mirai,ADB,0.9965,0.9591,0.97,0.9645,760,1079
B120N10_Baby_Mon,B120N10_Baby_Mon,mirai,ADB,1.0,1.0,1.0,1.0,0,0
B120N10_Baby_Mon,737E_Security_Cam,mirai,ADB,0.9917,0.9689,0.9952,0.9815,7,4123
B120N10_Baby_Mon,838_Security_Cam,mirai,ADB,0.9954,0.9942,0.9906,0.9924,1675,757
B120N10_Baby_Mon,1002_Security_Cam,mirai,ADB,0.9999,0.9994,0.9997,0.9996,22,54
B120N10_Baby_Mon,1003_Security_Cam,mirai,ADB,0.9999,0.9988,0.9998,0.9993,6,48
737E_Security_Cam,Danmini_Doorbell,mirai,ADB,1.0,1.0,1.0,1.0,0,4
737E_Security_Cam,Ecobee_Thermostat,mirai,ADB,1.0,0.9993,0.9998,0.9996,4,19
737E_Security_Cam,B120N10_Baby_Mon,mirai,ADB,0.9991,0.9994,0.9979,0.9986,736,10
737E_Security_Cam,737E_Security_Cam,mirai,ADB,1.0,1.0,1.0,1.0,0,0
737E_Security_Cam,838_Security_Cam,mirai,ADB,0.9999,0.9999,0.9996,0.9998,72,0
737E_Security_Cam,1002_Security_Cam,mirai,ADB,0.9976,0.9986,0.9855,0.9919,1352,11
737E_Security_Cam,1003_Security_Cam,mirai,ADB,1.0,0.9996,1.0,0.9998,0,14
838_Security_Cam,Danmini_Doorbell,mirai,ADB,1.0,0.9999,1.0,1.0,0,9
838_Security_Cam,Ecobee_Thermostat,mirai,ADB,0.9991,0.9823,0.9995,0.9908,0,481
838_Security_Cam,B120N10_Baby_Mon,mirai,ADB,1.0,1.0,1.0,1.0,0,17
838_Security_Cam,737E_Security_Cam,mirai,ADB,0.9997,0.999,0.9999,0.9994,0,126
838_Security_Cam,838_Security_Cam,mirai,ADB,1.0,1.0,1.0,1.0,0,0
