DEVICE,BOTNET,CLASSIFIER,TRAIN-SIZE-A,TEST-SIZE-B,ACCURACY,PRECISION,RECALL,F1-SCORE,FALSE-P,FALSE-N
Danmini_Doorbell,gafgyt,KNN,10000,10000,0.9971,0.9892,0.9977,0.9934,60,861
Danmini_Doorbell,gafgyt,RFR,10000,10000,0.9998,0.9991,0.9999,0.9995,0,70
Danmini_Doorbell,gafgyt,DTR,10000,10000,0.9995,0.9978,0.9997,0.9987,0,174
Danmini_Doorbell,gafgyt,ADB,10000,10000,0.9999,0.9995,0.9999,0.9997,0,41
Danmini_Doorbell,mirai,KNN,10,10,0.3724,0.5435,0.6415,0.3348,2237,438104
Danmini_Doorbell,mirai,RFR,10,10,0.9655,0.836,0.9815,0.8925,0,24175
Danmini_Doorbell,mirai,DTR,10,10,0.9953,0.9975,0.9666,0.9815,3305,0
Danmini_Doorbell,mirai,ADB,10,10,0.9953,0.9975,0.9666,0.9815,3305,0
Danmini_Doorbell,mirai,KNN,50,50,0.9797,0.8995,0.9623,0.9281,2862,11407
Danmini_Doorbell,mirai,RFR,50,50,0.9999,0.9995,1.0,0.9997,0,51
Danmini_Doorbell,mirai,DTR,50,50,0.9997,0.9995,0.9986,0.999,139,37
Danmini_Doorbell,mirai,ADB,50,50,0.9999,0.9995,1.0,0.9997,0,51
Danmini_Doorbell,mirai,KNN,100,100,0.9969,0.9942,0.9818,0.9879,1766,426
Danmini_Doorbell,mirai,RFR,100,100,0.9999,0.9995,1.0,0.9997,0,51
Danmini_Doorbell,mirai,DTR,100,100,0.9999,0.9993,0.9999,0.9996,0,68
Danmini_Doorbell,mirai,ADB,100,100,0.9999,0.9993,0.9999,0.9996,0,68
Danmini_Doorbell,mirai,KNN,500,500,0.9972,0.9942,0.9844,0.9892,1497,446
Danmini_Doorbell,mirai,RFR,500,500,0.9999,0.9995,1.0,0.9997,0,51
Danmini_Doorbell,mirai,DTR,500,500,0.9999,0.9995,1.0,0.9997,0,51
Danmini_Doorbell,mirai,ADB,500,500,0.9999,0.9992,0.9999,0.9996,0,74
Danmini_Doorbell,mirai,KNN,1000,1000,0.995,0.9771,0.9848,0.9809,1314,2158
Danmini_Doorbell,mirai,RFR,1000,1000,0.9999,0.9994,1.0,0.9997,0,57
Danmini_Doorbell,mirai,DTR,1000,1000,0.9999,0.9993,0.9999,0.9996,0,67
Danmini_Doorbell,mirai,ADB,1000,1000,0.9999,0.999,0.9999,0.9994,0,102
Danmini_Doorbell,mirai,KNN,5000,5000,0.9921,0.9512,0.9891,0.9693,641,4691
Danmini_Doorbell,mirai,RFR,5000,5000,0.9999,0.9994,1.0,0.9997,0,51
Danmini_Doorbell,mirai,DTR,5000,5000,0.9999,0.9994,1.0,0.9997,0,51
Danmini_Doorbell,mirai,ADB,5000,5000,0.9999,0.9994,1.0,0.9997,0,51
Danmini_Doorbell,mirai,KNN,10000,10000,0.9911,0.9385,0.9911,0.9631,348,5468
Danmini_Doorbell,mirai,RFR,10000,10000,0.9999,0.9996,1.0,0.9998,0,34
Danmini_Doorbell,mirai,DTR,10000,10000,1.0,0.9998,1.0,0.9999,2,15
Danmini_Doorbell,mirai,ADB,10000,10000,1.0,0.9996,1.0,0.9998,0,30
Ecobee_Thermostat,gafgyt,KNN,10,10,0.9605,0.7522,0.962,0.8213,477,12324
Ecobee_Thermostat,gafgyt,RFR,10,10,0.9965,0.9935,0.9607,0.9765,1025,118
Ecobee_Thermostat,gafgyt,DTR,10,10,0.9985,0.9992,0.9809,0.9899,500,0
Ecobee_Thermostat,gafgyt,ADB,10,10,0.9971,0.994,0.968,0.9806,833,116
Ecobee_Thermostat,gafgyt,KNN,50,50,0.9985,0.9992,0.9809,0.9899,498,0
Ecobee_Thermostat,gafgyt,RFR,50,50,0.9984,0.9813,0.9988,0.9899,11,507
Ecobee_Thermostat,gafgyt,DTR,50,50,0.9602,0.7514,0.9707,0.8223,234,12650
Ecobee_Thermostat,gafgyt,ADB,50,50,0.9994,0.9927,0.9993,0.996,9,192
Ecobee_Thermostat,gafgyt,KNN,100,100,0.9982,0.9932,0.9828,0.9879,441,155
Ecobee_Thermostat,gafgyt,RFR,100,100,0.9988,0.9882,0.9969,0.9925,68,310
Ecobee_Thermostat,gafgyt,DTR,100,100,0.9994,0.9937,0.9984,0.9961,34,164
Ecobee_Thermostat,gafgyt,ADB,100,100,0.9994,0.9937,0.9984,0.9961,34,164
Ecobee_Thermostat,gafgyt,KNN,500,500,0.9965,0.9654,0.9905,0.9776,203,912
Ecobee_Thermostat,gafgyt,RFR,500,500,0.9994,0.9921,0.9994,0.9957,6,202
Ecobee_Thermostat,gafgyt,DTR,500,500,0.9994,0.992,0.9996,0.9958,1,204
Ecobee_Thermostat,gafgyt,ADB,500,500,0.9982,0.9783,0.9989,0.9883,4,573
Ecobee_Thermostat,gafgyt,KNN,1000,1000,0.9964,0.961,0.9922,0.9761,149,1004
Ecobee_Thermostat,gafgyt,RFR,1000,1000,0.9994,0.9918,0.9996,0.9956,2,203
Ecobee_Thermostat,gafgyt,DTR,1000,1000,0.9993,0.9914,0.9997,0.9955,0,212
Ecobee_Thermostat,gafgyt,ADB,1000,1000,0.9994,0.9926,0.9995,0.996,5,181
Ecobee_Thermostat,gafgyt,KNN,5000,5000,0.9966,0.9458,0.9965,0.9697,29,982
Ecobee_Thermostat,gafgyt,RFR,5000,5000,0.9998,0.9965,0.9998,0.9981,2,57
Ecobee_Thermostat,gafgyt,DTR,5000,5000,0.9997,0.9955,0.9998,0.9976,2,74
Ecobee_Thermostat,gafgyt,ADB,5000,5000,0.9998,0.9971,0.9999,0.9985,0,48
Ecobee_Thermostat,gafgyt,KNN,10000,10000,0.9969,0.8925,0.9967,0.9383,11,849
Ecobee_Thermostat,gafgyt,RFR,10000,10000,0.9997,0.9878,0.9999,0.9937,0,78
Ecobee_Thermostat,gafgyt,DTR,10000,10000,0.9998,0.9908,0.9996,0.9952,2,58
Ecobee_Thermostat,gafgyt,ADB,10000,10000,0.9999,0.997,1.0,0.9985,0,19
Ecobee_Thermostat,mirai,KNN,10,10,0.96,0.6896,0.9596,0.7619,535,20478
Ecobee_Thermostat,mirai,RFR,10,10,0.998,0.9635,0.999,0.9806,0,1032
Ecobee_Thermostat,mirai,DTR,10,10,0.9993,0.9868,0.9997,0.9931,0,355
Ecobee_Thermostat,mirai,ADB,10,10,0.9993,0.9868,0.9997,0.9931,0,355
Ecobee_Thermostat,mirai,KNN,50,50,0.9988,0.9973,0.9784,0.9877,562,53
Ecobee_Thermostat,mirai,RFR,50,50,0.9996,0.9919,0.9998,0.9958,0,215
Ecobee_Thermostat,mirai,DTR,50,50,0.9996,0.9927,0.9998,0.9962,0,193
Ecobee_Thermostat,mirai,ADB,50,50,0.9922,0.8803,0.996,0.93,0,4110
Ecobee_Thermostat,mirai,KNN,100,100,0.9988,0.9973,0.9785,0.9878,557,53
Ecobee_Thermostat,mirai,RFR,100,100,0.9995,0.9892,0.9997,0.9944,0,288
Ecobee_Thermostat,mirai,DTR,100,100,0.9912,0.8691,0.9955,0.9224,0,4614
Ecobee_Thermostat,mirai,ADB,100,100,0.9924,0.883,0.9961,0.9318,0,3976
Ecobee_Thermostat,mirai,KNN,500,500,0.9968,0.9469,0.9907,0.9677,199,1469
Ecobee_Thermostat,mirai,RFR,500,500,0.9998,0.9959,0.9999,0.9979,0,104
Ecobee_Thermostat,mirai,DTR,500,500,0.9986,0.9723,0.9993,0.9854,0,739
Ecobee_Thermostat,mirai,ADB,500,500,0.9996,0.9912,0.9998,0.9954,0,227
Ecobee_Thermostat,mirai,KNN,1000,1000,0.9965,0.9407,0.9899,0.964,206,1595
Ecobee_Thermostat,mirai,RFR,1000,1000,0.9998,0.9966,0.9999,0.9982,0,84
Ecobee_Thermostat,mirai,DTR,1000,1000,0.9999,0.997,0.9999,0.9985,0,73
Ecobee_Thermostat,mirai,ADB,1000,1000,0.9995,0.9891,0.9997,0.9944,0,270
Ecobee_Thermostat,mirai,KNN,5000,5000,0.9973,0.9312,0.9932,0.96,89,1279
Ecobee_Thermostat,mirai,RFR,5000,5000,0.9999,0.9977,1.0,0.9988,0,37
Ecobee_Thermostat,mirai,DTR,5000,5000,0.9999,0.9977,1.0,0.9988,0,37
Ecobee_Thermostat,mirai,ADB,5000,5000,0.9999,0.9977,1.0,0.9988,0,37
Ecobee_Thermostat,mirai,KNN,10000,10000,0.9972,0.8515,0.9908,0.9094,49,1294
Ecobee_Thermostat,mirai,RFR,10000,10000,0.9999,0.9899,0.9999,0.9949,0,64
Ecobee_Thermostat,mirai,DTR,10000,10000,0.9999,0.9892,0.9999,0.9945,0,69
Ecobee_Thermostat,mirai,ADB,10000,10000,0.9999,0.9899,0.9999,0.9949,0,64
737E_Security_Cam,gafgyt,KNN,10,10,0.7616,0.6982,0.8549,0.7019,526,92989
737E_Security_Cam,gafgyt,RFR,10,10,0.9908,0.9779,0.9881,0.9829,982,2623
737E_Security_Cam,gafgyt,DTR,10,10,0.8249,0.7351,0.8883,0.7621,1169,67502
737E_Security_Cam,gafgyt,ADB,10,10,0.8361,0.7405,0.8846,0.7709,2765,61522
737E_Security_Cam,gafgyt,KNN,50,50,0.9918,0.9952,0.9741,0.9843,3213,0
737E_Security_Cam,gafgyt,RFR,50,50,0.9978,0.9953,0.9965,0.9959,343,517
737E_Security_Cam,gafgyt,DTR,50,50,0.9914,0.9944,0.9734,0.9836,3283,80
737E_Security_Cam,gafgyt,ADB,50,50,0.9933,0.9951,0.9797,0.9872,2492,140
737E_Security_Cam,gafgyt,KNN,100,100,0.9916,0.995,0.9736,0.9839,3274,8
737E_Security_Cam,gafgyt,RFR,100,100,0.9969,0.9914,0.9969,0.9941,186,1047
737E_Security_Cam,gafgyt,DTR,100,100,0.9945,0.9891,0.9903,0.9897,977,1178
737E_Security_Cam,gafgyt,ADB,100,100,0.9963,0.9914,0.9949,0.9931,444,996
737E_Security_Cam,gafgyt,KNN,500,500,0.9939,0.99,0.9871,0.9885,1415,957
737E_Security_Cam,gafgyt,RFR,500,500,0.9993,0.9981,0.9992,0.9986,56,227
737E_Security_Cam,gafgyt,DTR,500,500,0.9929,0.9828,0.991,0.9869,723,2028
737E_Security_Cam,gafgyt,ADB,500,500,0.9992,0.9982,0.9987,0.9984,120,203
737E_Security_Cam,gafgyt,KNN,1000,1000,0.995,0.9898,0.9912,0.9905,867,1086
737E_Security_Cam,gafgyt,RFR,1000,1000,0.9993,0.9981,0.9993,0.9987,46,227
737E_Security_Cam,gafgyt,DTR,1000,1000,0.9986,0.9971,0.9977,0.9974,226,317
737E_Security_Cam,gafgyt,ADB,1000,1000,0.9994,0.9982,0.9994,0.9988,35,211
737E_Security_Cam,gafgyt,KNN,5000,5000,0.9961,0.99,0.9953,0.9927,334,1094
737E_Security_Cam,gafgyt,RFR,5000,5000,0.9994,0.9981,0.9995,0.9988,14,221
737E_Security_Cam,gafgyt,DTR,5000,5000,0.9988,0.9968,0.9988,0.9978,77,357
737E_Security_Cam,gafgyt,ADB,5000,5000,0.9993,0.9978,0.9995,0.9987,12,247
737E_Security_Cam,gafgyt,KNN,10000,10000,0.9966,0.99,0.9968,0.9934,154,1029
737E_Security_Cam,gafgyt,RFR,10000,10000,0.9995,0.9984,0.9997,0.999,6,171
737E_Security_Cam,gafgyt,DTR,10000,10000,0.9995,0.9987,0.9995,0.9991,29,128
737E_Security_Cam,gafgyt,ADB,10000,10000,0.9997,0.9989,0.9998,0.9994,0,112
737E_Security_Cam,mirai,KNN,10,10,0.9449,0.8509,0.9446,0.8892,3474,23956
737E_Security_Cam,mirai,RFR,10,10,0.9996,0.9984,0.9998,0.9991,0,198
737E_Security_Cam,mirai,DTR,10,10,0.9538,0.8754,0.9359,0.9023,5471,17533
737E_Security_Cam,mirai,ADB,10,10,0.9919,0.9954,0.9676,0.981,4028,0
737E_Security_Cam,mirai,KNN,50,50,0.99,0.9853,0.9685,0.9767,3730,1244
737E_Security_Cam,mirai,RFR,50,50,0.9999,0.9996,0.9999,0.9997,0,55
737E_Security_Cam,mirai,DTR,50,50,0.9915,0.9681,0.9952,0.9811,0,4226
737E_Security_Cam,mirai,ADB,50,50,0.9915,0.9681,0.9952,0.9811,0,4226
737E_Security_Cam,mirai,KNN,100,100,0.9922,0.9956,0.9689,0.9818,3857,0
737E_Security_Cam,mirai,RFR,100,100,0.9999,0.9996,0.9999,0.9997,0,55
737E_Security_Cam,mirai,DTR,100,100,0.9991,0.9964,0.9995,0.9979,0,455
737E_Security_Cam,mirai,ADB,100,100,0.9991,0.9964,0.9995,0.9979,0,455
737E_Security_Cam,mirai,KNN,500,500,0.9925,0.9816,0.9838,0.9827,1711,2030
737E_Security_Cam,mirai,RFR,500,500,0.9999,0.9996,0.9999,0.9997,0,55
737E_Security_Cam,mirai,DTR,500,500,0.9996,0.9983,0.9998,0.999,0,207
737E_Security_Cam,mirai,ADB,500,500,0.9997,0.9988,0.9998,0.9993,0,144
737E_Security_Cam,mirai,KNN,1000,1000,0.993,0.9828,0.9852,0.984,1539,1891
737E_Security_Cam,mirai,RFR,1000,1000,0.9999,0.9996,0.9999,0.9997,0,55
737E_Security_Cam,mirai,DTR,1000,1000,0.9996,0.9983,0.9998,0.999,0,211
737E_Security_Cam,mirai,ADB,1000,1000,0.9999,0.9996,0.9999,0.9997,0,55
737E_Security_Cam,mirai,KNN,5000,5000,0.9907,0.9701,0.9874,0.9785,976,3418
737E_Security_Cam,mirai,RFR,5000,5000,0.9999,0.9995,0.9999,0.9997,0,55
737E_Security_Cam,mirai,DTR,5000,5000,0.9999,0.9995,0.9999,0.9997,0,55
737E_Security_Cam,mirai,ADB,5000,5000,0.9997,0.9988,0.9998,0.9993,1,143
737E_Security_Cam,mirai,KNN,10000,10000,0.9923,0.9746,0.9887,0.9815,833,2629
737E_Security_Cam,mirai,RFR,10000,10000,0.9999,0.9995,0.9999,0.9997,0,55
737E_Security_Cam,mirai,DTR,10000,10000,0.9999,0.9995,0.9999,0.9997,0,55
737E_Security_Cam,mirai,ADB,10000,10000,0.9999,0.9995,0.9999,0.9997,0,55

